occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,early_age,late_age,reference_no,lng,lat,cx_int_no,phylum,class,order,family,genus,midpoint_ma
519364,occ,,,52809,Theropoda <indet. A>,unranked clade,38513,,Theropoda,unranked clade,38513,Kimmeridgian,,154.8,149.2,14210,-69.949997,-22.4667,125.0,Chordata,Reptilia,,,,152.0
519365,occ,,,52810,Theropoda <indet. A>,unranked clade,38513,,Theropoda,unranked clade,38513,Kimmeridgian,,154.8,149.2,14210,-69.256218,-23.747919,125.0,Chordata,Reptilia,,,,152.0
519366,occ,,,52810,Theropoda <indet. B>,unranked clade,38513,,Theropoda,unranked clade,38513,Kimmeridgian,,154.8,149.2,14210,-69.256218,-23.747919,125.0,Chordata,Reptilia,,,,152.0
519367,occ,,,52810,Theropoda <indet. C>,unranked clade,38513,,Theropoda,unranked clade,38513,Kimmeridgian,,154.8,149.2,14210,-69.256218,-23.747919,125.0,Chordata,Reptilia,,,,152.0
519579,occ,,,52839,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Middle Campanian,Early Maastrichtian,83.6,66.0,78645,-78.511108,-5.741667,39.0,Chordata,Reptilia,,,,74.8
519606,occ,,IF,52848,Grallator limosus n. sp.,species,349648,,Grallator limosus,species,349648,Hettangian,,201.4,199.5,61452,102.296112,24.463888,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,200.45
519608,occ,,IF,52850,Jeholosauripus ssatoi,species,67245,recombined as,Grallator ssatoi,species,67245,Berriasian,,143.1,137.05,24220,118.164169,40.916111,123.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,140.075
519609,occ,,IF,52848,Schizograllator xiaohebaensis n. gen. n. sp.,species,67220,recombined as,Kayentapus xiaohebaensis,species,67220,Hettangian,,201.4,199.5,61452,102.296112,24.463888,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Kayentapus,200.45
519610,occ,,IF,52848,Paracoelurosaurichnus monax n. gen. n. sp.,species,67222,recombined as,Eubrontes monax,species,67222,Hettangian,,201.4,199.5,61452,102.296112,24.463888,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
519611,occ,,IF,52848,Eubrontes platypus,species,67228,,Eubrontes platypus,species,68787,Hettangian,,201.4,199.5,61452,102.296112,24.463888,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
519612,occ,,I,52848,Youngichnus xiyangensis n. gen. n. sp.,species,67230,"nomen dubium, species not entered",Eubrontes,genus,66094,Hettangian,,201.4,199.5,61452,102.296112,24.463888,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
519613,occ,,,52848,Zhengichnus jinningensis n. gen. n. sp.,species,270790,"nomen dubium, species not entered",Theropoda,unranked clade,38513,Hettangian,,201.4,199.5,61452,102.296112,24.463888,134.0,Chordata,Reptilia,,,,200.45
519615,occ,,F,52852,Jialingpus yuechiensis n. gen. n. sp.,species,67241,,Jialingpus yuechiensis,species,67241,Late Jurassic,,161.5,143.1,55913,106.483299,30.5,41.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Jialingpus,152.3
519616,occ,,IF,52853,Xiangxipus chenxiensis n. gen. n. sp.,species,67234,,Xiangxipus chenxiensis,species,67234,Late Cretaceous,,100.5,66.0,55525,110.805557,27.928057,39.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Xiangxipus,83.25
519617,occ,,I,52853,Xiangxipus youngi n. sp.,species,67235,,Xiangxipus youngi,species,67235,Late Cretaceous,,100.5,66.0,55525,110.805557,27.928057,39.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Xiangxipus,83.25
519618,occ,,IF,52853,Hunanpus jiuguwanensis n. gen. n. sp.,species,67237,variant of,Hunanpus jiuquwanensis,species,67237,Late Cretaceous,,100.5,66.0,55525,110.805557,27.928057,39.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Hunanpus,83.25
519625,occ,26930.0,,52857,Theropoda indet.,unranked clade,91970,,Theropoda,unranked clade,38513,Late Aptian,Early Albian,119.57,110.1,41617,128.084702,35.192799,40.0,Chordata,Reptilia,,,,114.835
519628,occ,,,52858,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Late Aptian,Early Albian,119.57,110.1,14236,128.084702,35.192799,40.0,Chordata,Reptilia,,,,114.835
519634,occ,26929.0,,52860,Theropoda indet.,unranked clade,91970,,Theropoda,unranked clade,38513,Late Aptian,Early Albian,119.57,110.1,41617,127.883301,34.950001,40.0,Chordata,Reptilia,,,,114.835
519708,occ,,,52856,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Campanian,,83.6,72.2,14191,-110.919899,39.693802,113.0,Chordata,Reptilia,,,,77.9
519725,occ,,,52871,Ornithomimus sedens n. sp.,species,54235,"nomen dubium, species not entered",Ornithomimus,genus,38544,Late Maastrichtian,,72.2,66.0,9095,-104.072433,43.128304,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Ornithomimidae,Ornithomimus,69.1
519726,occ,,,14606,Ornithomimus minutus,species,54236,,Ornithomimus minutus,species,54236,Lancian,,72.2,66.0,10608,-104.577103,43.139767,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Ornithomimidae,Ornithomimus,69.1
519727,occ,,,52872,Poicilopleuron valens n. sp.,species,64030,subjective synonym of,Allosaurus fragilis,species,52962,Kimmeridgian,Tithonian,154.8,143.1,30725,-105.940292,40.092209,41.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Allosaurus,148.95
519729,occ,,,52871,Tyrannosaurus rex,species,54833,,Tyrannosaurus rex,species,54833,Late Maastrichtian,,72.2,66.0,10608,-104.072433,43.128304,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Tyrannosaurus,69.1
519730,occ,,,52873,Ornithomimus grandis n. sp.,species,57588,"nomen dubium, species not entered",Tyrannosauridae,family,38606,Campanian,,83.6,72.2,12250,-108.935997,47.787487,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,77.9
519731,occ,18206.0,,52874,Tyrannosauridae indet.,family,38606,,Tyrannosauridae,family,38606,Late Campanian,,83.6,72.2,18013,-108.075554,36.341667,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,77.9
519732,occ,13404.0,,52875,Deinodon sp.,genus,56322,nomen dubium,Tyrannosauroidea,superfamily,58837,Late Campanian,,83.6,72.2,10608,-108.353058,36.408333,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,,,77.9
519763,occ,,,52876,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Albian,,113.2,100.5,14246,-119.291664,54.416668,118.0,Chordata,Reptilia,,,,106.85
519764,occ,,,52876,Aves indet.,class,36616,,Aves,class,36616,Albian,,113.2,100.5,14246,-119.291664,54.416668,118.0,Chordata,Aves,,,,106.85
519781,occ,,,16877,Neornithes indet.,subclass,39241,,Neornithes,subclass,39241,Duchesnean,,39.7,37.0,1415,-111.5,37.799999,37.0,Chordata,Aves,,,,38.35
519783,occ,,,52877,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Albian,,113.2,100.5,14246,-119.308334,54.049999,118.0,Chordata,Reptilia,,,,106.85
519784,occ,,,52877,Aves indet.,class,36616,,Aves,class,36616,Albian,,113.2,100.5,14246,-119.308334,54.049999,118.0,Chordata,Aves,,,,106.85
519787,occ,,IF,52879,Irenesauripus mclearni,species,85122,,Irenesauripus mclearni,species,85122,Albian,,113.2,100.5,14246,-119.26667,54.033333,118.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Irenesauripus,106.85
519788,occ,,IF,52879,Columbosauripus ungulatus,species,85215,,Columbosauripus ungulatus,species,85215,Albian,,113.2,100.5,14246,-119.26667,54.033333,118.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Ornithomimipodidae,Columbosauripus,106.85
519789,occ,,IF,52879,Gypsichnites pascensis,species,436867,misspelling of,Gypsichnites pacensis,species,85218,Albian,,113.2,100.5,14246,-119.26667,54.033333,118.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Gypsichnites,106.85
519797,occ,,,52888,Sinornithosaurus millenii n. gen. n. sp.,species,68205,,Sinornithosaurus millenii,species,68205,Late Barremian,Early Aptian,125.77,119.57,14889,120.8722,41.601398,40.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Sinornithosaurus,122.66999999999999
519799,occ,,,52888,Confuciusornis sp.,genus,67260,,Confuciusornis,genus,67260,Late Barremian,Early Aptian,125.77,119.57,14248,120.8722,41.601398,40.0,Chordata,Aves,Confuciusornithiformes,Confuciusornithidae,Confuciusornis,122.66999999999999
519800,occ,,,52887,Spinosaurus marrocanus n. sp.,species,65151,subjective synonym of,Spinosaurus aegyptiacus,species,53372,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Spinosauridae,Spinosaurus,100.1
519801,occ,,,52887,Sigilmassasaurus brevicollis n. gen. n. sp.,species,66917,subjective synonym of,Spinosaurus aegyptiacus,species,53372,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Spinosauridae,Spinosaurus,100.1
519802,occ,36238.0,,52887,Sigilmassasaurus cf. brevicollis,species,66917,subjective synonym of,Spinosaurus aegyptiacus,species,53372,Late Albian,Early Cenomanian,106.3,93.9,70978,-3.9833,30.9,14.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Spinosauridae,Spinosaurus,100.1
519803,occ,,,52887,Carcharodontosaurus saharicus,species,65365,,Carcharodontosaurus saharicus,species,65364,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Carcharodontosauridae,Carcharodontosaurus,100.1
519804,occ,19481.0,,52887,Abelisauridae indet.,family,53942,,Abelisauridae,family,53942,Late Albian,Early Cenomanian,106.3,93.9,24665,-3.9833,30.9,14.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Abelisauridae,,100.1
519805,occ,,,52887,Abelisauridae indet.,family,53942,,Abelisauridae,family,53942,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Abelisauridae,,100.1
519806,occ,,,52887,Theropoda <indet. A>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519808,occ,,,52887,Theropoda <indet. C>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519809,occ,,,52887,Theropoda <indet. D>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519810,occ,,,52887,Theropoda <indet. E>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519811,occ,,,52887,Theropoda <indet. F>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519812,occ,36129.0,,52887,Spinosaurus sp.,genus,38598,,Spinosaurus,genus,38598,Late Albian,Early Cenomanian,106.3,93.9,70593,-3.9833,30.9,14.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Spinosauridae,Spinosaurus,100.1
519813,occ,,,52887,Theropoda <indet. H>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519814,occ,,,52887,Theropoda <indet. I>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519815,occ,,,52887,Theropoda <indet. J>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519816,occ,,,52887,Theropoda <indet. K>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519817,occ,,,52887,Theropoda <indet. L>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519818,occ,22132.0,,52887,Abelisauroidea indet.,superfamily,54528,,Abelisauroidea,superfamily,54528,Late Albian,Early Cenomanian,106.3,93.9,30810,-3.9833,30.9,14.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,,,100.1
519819,occ,,,52887,Theropoda <indet. N>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519820,occ,,,52887,Theropoda <indet. O>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519821,occ,,,52887,Theropoda <indet. P>,unranked clade,38513,,Theropoda,unranked clade,38513,Late Albian,Early Cenomanian,106.3,93.9,13037,-3.9833,30.9,14.0,Chordata,Reptilia,,,,100.1
519834,occ,,,49338,? Ceratosaurus sp.,genus,38600,,Ceratosaurus,genus,38600,Late Kimmeridgian,Tithonian,152.21,143.1,14256,-102.826103,36.898899,41.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Ceratosaurus,147.655
519870,occ,,,52895,? Dromaeosauridae indet.,family,38561,,Dromaeosauridae,family,38561,Late Aptian,,119.57,113.2,14257,-97.89389,32.755554,119.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,116.38499999999999
519917,occ,,,52907,Frenguellisaurus ischigualastensis n. gen. n. sp.,species,66349,subjective synonym of,Herrerasaurus ischigualastensis,species,55000,Carnian,,237.0,227.3,13756,-67.916664,-30.083332,137.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Herrerasauridae,Herrerasaurus,232.15
519942,occ,,,49415,Dromaeosauridae indet.,family,38561,,Dromaeosauridae,family,38561,Late Turonian,Early Coniacian,93.9,85.7,14280,-68.724556,-38.453194,39.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,89.80000000000001
519953,occ,,,48461,Alvarezsauridae indet.,family,64116,,Alvarezsauridae,family,64116,Late Turonian,Early Coniacian,93.9,85.7,14284,-69.550003,-38.900002,39.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Alvarezsauridae,,89.80000000000001
519959,occ,,,52917,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Kimmeridgian,Tithonian,154.8,143.1,56009,-103.676201,37.5322,41.0,Chordata,Reptilia,,,,148.95
519961,occ,,,52919,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Kimmeridgian,Tithonian,154.8,143.1,56009,-103.676201,37.5322,41.0,Chordata,Reptilia,,,,148.95
519969,occ,,,52920,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Kimmeridgian,Tithonian,154.8,143.1,56009,-103.676201,37.5322,41.0,Chordata,Reptilia,,,,148.95
519975,occ,,,52921,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Kimmeridgian,Tithonian,154.8,143.1,56009,-103.676201,37.5322,41.0,Chordata,Reptilia,,,,148.95
519977,occ,22986.0,I,52922,Megalosauripus sp.,genus,68292,,Megalosauripus,genus,68292,Late Callovian,Oxfordian,165.3,154.8,32279,-102.966667,36.966667,15.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Eubrontidae,Megalosauripus,160.05
520076,occ,,,52960,Nanortyx inexpectatus n. gen. n. sp.,species,67342,,Nanortyx inexpectatus,species,67342,Chadronian,,37.0,33.9,14302,-108.830002,49.513332,106.0,Chordata,Reptilia,Galliformes,Odontophoridae,Nanortyx,35.45
520077,occ,,,52960,Paractitis bardi n. gen. n. sp.,species,39582,species not entered,Paractitis,genus,39582,Chadronian,,37.0,33.9,14302,-108.830002,49.513332,106.0,Chordata,Aves,Charadriiformes,Scolopacidae,Paractitis,35.45
520078,occ,,,52960,Neococcyx mccorquodalei n. gen. n. sp.,species,39315,species not entered,Neococcyx,genus,39315,Chadronian,,37.0,33.9,14302,-108.830002,49.513332,106.0,Chordata,Aves,Cuculiformes,Cuculidae,Neococcyx,35.45
520102,occ,35278.0,,52961,Tetanurae indet.,unranked clade,53374,,Tetanurae,unranked clade,53374,Late Bathonian,,168.2,165.3,67241,38.783333,55.200001,128.0,Chordata,Reptilia,,,,166.75
520103,occ,,,52962,Wyleyia valdensis n. gen. n. sp.,species,67357,"nomen dubium, species not entered",Avialae,unranked clade,53211,Hauterivian,Barremian,132.6,121.4,14311,-0.269444,50.929722,40.0,Chordata,Reptilia,,,,127.0
520122,occ,,F,52973,Oolithes carlylensis n. sp.,species,82907,recombined as,Macroelongatoolithus carlylei,species,82907,Early Cenomanian,,100.5,93.9,14228,-110.935402,39.184601,117.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Elongatoolithidae,Macroelongatoolithus,97.2
520136,occ,,IF,52985,Grallator cuneatus,species,67370,subjective synonym of,Grallator tenuis,species,67368,Hettangian,Sinemurian,201.4,192.9,14628,-72.514664,42.606197,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,197.15
520137,occ,,IF,52985,Brontozoum sillimanium,species,96917,recombined as,Eubrontes sillimani,species,67392,Hettangian,Sinemurian,201.4,192.9,30862,-72.514664,42.606197,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,197.15
520138,occ,,IF,52985,Anchisauripus hitchcocki,species,66091,subjective synonym of,Grallator tenuis,species,67368,Hettangian,Sinemurian,201.4,192.9,14321,-72.514664,42.606197,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,197.15
520139,occ,,IF,52985,Ornithichnites tuberosus,species,67394,recombined as,Grallator tuberosus,species,67394,Hettangian,Sinemurian,201.4,192.9,14325,-72.514664,42.606197,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,197.15
520140,occ,,I,52985,Grallator parallelus,species,67398,subjective synonym of,Grallator cursorius,species,64080,Hettangian,Sinemurian,201.4,192.9,30862,-72.514664,42.606197,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,197.15
520142,occ,,IF,52985,Brontozoum giganteum,species,67404,recombined as,Eubrontes giganteus,species,67402,Hettangian,Sinemurian,201.4,192.9,30909,-72.514664,42.606197,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,197.15
520143,occ,,IF,52985,Brontozoum approximatum,species,67405,subjective synonym of,Eubrontes giganteus,species,67402,Hettangian,Sinemurian,201.4,192.9,30862,-72.514664,42.606197,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,197.15
520144,occ,,IF,52985,Brontozoum divaricatum n. sp.,species,67407,subjective synonym of,Eubrontes giganteus,species,67402,Hettangian,Sinemurian,201.4,192.9,30860,-72.514664,42.606197,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,197.15
520146,occ,,I,52985,Brontozoum minusculum,species,296494,recombined as,Eubrontes minusculus,species,67386,Hettangian,Sinemurian,201.4,192.9,30862,-72.514664,42.606197,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,197.15
520147,occ,,IF,52986,Grallator cuneatus n. sp.,species,67370,subjective synonym of,Grallator tenuis,species,67368,Hettangian,,201.4,199.5,30862,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,200.45
520148,occ,13576.0,IF,52986,Grallator ? formosus,species,66096,subjective synonym of,Grallator tenuis,species,67368,Hettangian,,201.4,199.5,14628,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,200.45
520149,occ,,IF,52986,Leptonyx lateralis n. sp.,species,67372,subjective synonym of,Kayentapus minor,species,67431,Hettangian,,201.4,199.5,30862,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Kayentapus,200.45
520150,occ,,IF,52986,Plesiornis mirabilis n. sp.,species,67384,subjective synonym of,Grallator tuberosus,species,67394,Hettangian,,201.4,199.5,14628,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,200.45
520151,occ,,IF,52986,Brontozoum sillimanium,species,96917,recombined as,Eubrontes sillimani,species,67392,Hettangian,,201.4,199.5,30862,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
520152,occ,,IF,52986,Anchisauripus hitchcocki n. sp.,species,66091,subjective synonym of,Grallator tenuis,species,67368,Hettangian,,201.4,199.5,15230,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,200.45
520153,occ,,IF,52986,Brontozoum validum,species,68017,subjective synonym of,Grallator tuberosus,species,67394,Hettangian,,201.4,199.5,30862,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,200.45
520154,occ,,I,52986,Grallator parallelus,species,67398,subjective synonym of,Grallator cursorius,species,64080,Hettangian,,201.4,199.5,30862,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,200.45
520155,occ,,IF,52986,Brontozoum giganteum n. sp.,species,67404,recombined as,Eubrontes giganteus,species,67402,Hettangian,,201.4,199.5,29531,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
520156,occ,,IF,52986,Brontozoum divaricatum,species,67407,subjective synonym of,Eubrontes giganteus,species,67402,Hettangian,,201.4,199.5,30862,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
520157,occ,,I,52986,Brontozoum tuberatum n. sp.,species,67409,subjective synonym of,Eubrontes minusculus,species,67386,Hettangian,,201.4,199.5,29531,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
520158,occ,,IF,52986,Brontozoum approximatum,species,67405,subjective synonym of,Eubrontes giganteus,species,67402,Hettangian,,201.4,199.5,30862,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
520159,occ,,IF,52986,Gigadipus caudatus n. gen. n. sp.,species,66093,recombined as,Gigandipus caudatus,species,66093,Hettangian,,201.4,199.5,23643,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
520160,occ,,IF,52986,Hyphepus fieldi n. gen. n. sp.,species,67413,recombined as,Eubrontes fieldi,species,67413,Hettangian,,201.4,199.5,29531,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
520164,occ,,IF,52986,Gigantitherium minus n. sp.,species,67431,recombined as,Kayentapus minor,species,67431,Hettangian,,201.4,199.5,29531,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Kayentapus,200.45
520165,occ,,IF,52986,Sauroidichnites barrattii n. sp.,species,67434,recombined as,Sauropus barrattii,species,67434,Hettangian,,201.4,199.5,14628,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Sauropodidae,Sauropus,200.45
520166,occ,,IF,52986,Ornithoidichnites lyellii n. sp.,species,67436,recombined as,Eubrontes lyellii,species,67436,Hettangian,,201.4,199.5,51495,-72.530952,42.606773,134.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,200.45
520170,occ,,I,52987,Grallator cursorius,species,64080,,Grallator cursorius,species,64080,Hettangian,Sinemurian,201.4,192.9,29531,-72.535553,42.609165,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,197.15
520171,occ,13582.0,IF,52987,Grallator gracilis,species,296495,subjective synonym of,Grallator tuberosus,species,67394,Hettangian,Sinemurian,201.4,192.9,14321,-72.535553,42.609165,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,197.15
520172,occ,13577.0,IF,52987,? Grallator formosus,species,66096,subjective synonym of,Grallator tenuis,species,67368,Hettangian,Sinemurian,201.4,192.9,14628,-72.535553,42.609165,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,197.15
520173,occ,,IF,52987,Brontozoum sillimanium,species,96917,recombined as,Eubrontes sillimani,species,67392,Hettangian,Sinemurian,201.4,192.9,30862,-72.535553,42.609165,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,197.15
520174,occ,,I,52987,Brontozoum tuberatum,species,67409,subjective synonym of,Eubrontes minusculus,species,67386,Hettangian,Sinemurian,201.4,192.9,30862,-72.535553,42.609165,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,197.15
520175,occ,,IF,52987,Brontozoum exsertum,species,67396,subjective synonym of,Grallator tuberosus,species,67394,Hettangian,Sinemurian,201.4,192.9,30862,-72.535553,42.609165,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,197.15
520176,occ,,I,52987,Grallator parallelus n. sp.,species,67398,subjective synonym of,Grallator cursorius,species,64080,Hettangian,Sinemurian,201.4,192.9,30862,-72.535553,42.609165,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,197.15
520183,occ,,IF,52987,Sauroidichnites barrattii n. sp.,species,67434,recombined as,Sauropus barrattii,species,67434,Hettangian,Sinemurian,201.4,192.9,14628,-72.535553,42.609165,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Sauropodidae,Sauropus,197.15
520195,occ,,I,52994,Grallator cursorius n. gen. n. sp.,species,64080,,Grallator cursorius,species,64080,Hettangian,Sinemurian,201.4,192.9,30862,-72.559174,42.28056,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,197.15
520197,occ,,IF,52994,Brontozoum sillimanium,species,96917,recombined as,Eubrontes sillimani,species,67392,Hettangian,Sinemurian,201.4,192.9,23649,-72.559174,42.28056,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,197.15
